,apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time
2024-07-02 10:43:00+08:00,24.05457523031346,24.062054726474614,65.94542476968654,65.93794527352539,83.25781959140238,-4.097650677147612
2024-07-02 10:53:00+08:00,21.757866877269322,21.764552364367447,68.24213312273068,68.23544763563255,83.58083003832036,-4.098959072754951
2024-07-02 11:03:00+08:00,19.459763790868266,19.465679538096353,70.54023620913173,70.53432046190365,83.85847025804077,-4.10026725030184
2024-07-02 11:13:00+08:00,17.16055570488352,17.16572262086258,72.83944429511648,72.83427737913742,84.07446729261369,-4.101575209730072
2024-07-02 11:23:00+08:00,14.860590351289659,14.86502630437505,75.13940964871034,75.13497369562495,84.20218793831032,-4.102882950821368
2024-07-02 11:33:00+08:00,12.560331861402176,12.564051963196547,77.43966813859782,77.43594803680345,84.19516915062025,-4.1041904735029675
2024-07-02 11:43:00+08:00,10.26049673464378,10.263513617143317,79.73950326535622,79.73648638285668,83.96493823357059,-4.105497777600249
2024-07-02 11:53:00+08:00,7.962423936116295,7.964748097305588,82.0375760638837,82.03525190269441,83.32055550777761,-4.10680486295314
2024-07-02 12:03:00+08:00,5.66934086190777,5.670981347895008,84.33065913809223,84.32901865210499,81.76225675036358,-4.108111729488883
2024-07-02 12:13:00+08:00,3.392732746276451,3.3936996744343446,86.60726725372355,86.60630032556566,77.45198955912497,-4.109418376916437
2024-07-02 12:23:00+08:00,1.230399355429654,1.2307293651348914,88.76960064457035,88.76927063486511,55.30135109096966,-4.110724805308564
2024-07-02 12:33:00+08:00,1.4677552800417715,1.4681551263131212,88.53224471995823,88.53184487368688,298.58198172080137,-4.112031014425156
2024-07-02 12:43:00+08:00,3.664944617953836,3.665991881798945,86.33505538204616,86.33400811820106,281.6879219041841,-4.113337004098867
2024-07-02 12:53:00+08:00,5.945014445603434,5.946736800587061,84.05498555439657,84.05326319941294,277.9401466565657,-4.114642774242384
2024-07-02 13:03:00+08:00,8.23906922724926,8.241476332494685,81.76093077275074,81.75852366750532,276.54180797309914,-4.115948324710189
2024-07-02 13:13:00+08:00,10.53753979944544,10.540640816431988,79.46246020055456,79.45935918356801,275.9639824556522,-4.117253655298555
2024-07-02 13:23:00+08:00,12.837571331764977,12.841376997373388,77.16242866823502,77.15862300262661,275.7676879211379,-4.118558765985654
2024-07-02 13:33:00+08:00,15.137936795612816,15.142460031856515,74.86206320438718,74.85753996814348,275.7803398411205,-4.119863656509551
2024-07-02 13:43:00+08:00,17.43796238323317,17.44321862724742,72.56203761676683,72.55678137275258,275.9205320166187,-4.121168326710176
2024-07-02 13:53:00+08:00,19.73720339411571,19.74321087390888,70.26279660588429,70.25678912609112,276.1449891402291,-4.12247277663846
2024-07-02 14:03:00+08:00,22.035321388489066,22.042101409758317,67.96467861151093,67.95789859024168,276.4286870612152,-4.123777006010641
2024-07-02 14:13:00+08:00,24.332031604155574,24.339608876717776,65.66796839584443,65.66039112328222,276.75623645930455,-4.125081014710304
2024-07-02 14:23:00+08:00,26.62707677258406,26.635479794150875,63.37292322741594,63.364520205849125,277.11772912866024,-4.126384802657412
2024-07-02 14:33:00+08:00,28.92021311297058,28.929474626541428,61.07978688702942,61.07052537345857,277.5065655607887,-4.127688369597308
2024-07-02 14:43:00+08:00,31.211202118441904,31.22135966118644,58.7887978815581,58.77864033881356,277.9182430186535,-4.128991715493612
2024-07-02 14:53:00+08:00,33.499805315873374,33.510901881070986,56.500194684126626,56.489098118929014,278.3496431114859,-4.1302948401425965
2024-07-02 15:03:00+08:00,35.78578062088156,35.797865460031,54.21421937911844,54.202134539969,278.7985945146858,-4.1315977434496745
2024-07-02 15:13:00+08:00,38.06887941418789,38.082009014031165,51.93112058581211,51.917990985968835,279.2635946872537,-4.132900425152911
2024-07-02 15:23:00+08:00,40.34884485198237,40.36308413214566,49.65115514801763,49.63691586785434,279.7436275017195,-4.134202885310515
2024-07-02 15:33:00+08:00,42.62540887908256,42.64083266941341,47.37459112091744,47.35916733058659,280.23804029410053,-4.135505123682378
2024-07-02 15:43:00+08:00,44.89829084017402,44.914985718208655,45.10170915982598,45.085014281791345,280.7464596586693,-4.1368071401448105
2024-07-02 15:53:00+08:00,47.16719528178044,47.18526187767958,42.83280471821956,42.81473812232042,281.2687325125367,-4.138108934552292
2024-07-02 16:03:00+08:00,49.43180976133656,49.45136567770777,40.56819023866344,40.54863432229223,281.80488443446916,-4.139410506730201
2024-07-02 16:13:00+08:00,51.69180240956387,51.71298596073169,38.30819759043613,38.28701403926831,282.3550899728958,-4.140711856591224
2024-07-02 16:23:00+08:00,53.94681912802824,53.96979418726419,36.05318087197176,36.03020581273581,282.9196514455697,-4.14201298396074
2024-07-02 16:33:00+08:00,56.196480267558385,56.22144263634173,33.803519732441615,33.77855736365827,283.4989838926612,-4.143313888736884
2024-07-02 16:43:00+08:00,58.44037641975636,58.467562324761275,31.559623580243635,31.53243767523873,284.09360454354476,-4.144614570628619
2024-07-02 16:53:00+08:00,60.67806389899536,60.70776152328544,29.321936101004635,29.292238476714555,284.70412592813693,-4.145915029774187
2024-07-02 17:03:00+08:00,62.90905715312876,62.94162258698091,27.09094284687124,27.05837741301909,285.33125125152526,-4.147215265824343
2024-07-02 17:13:00+08:00,65.13282029197586,65.16870008688639,24.86717970802414,24.83129991311361,285.97577227446436,-4.148515278742707
2024-07-02 17:23:00+08:00,67.34875408808935,67.3885179534295,22.651245911910653,22.611482046570504,286.6385687061557,-4.149815068340104
2024-07-02 17:33:00+08:00,69.5561769219062,69.60056651314349,20.443823078093807,20.399433486856502,287.32060906134956,-4.151114634471014
2024-07-02 17:43:00+08:00,71.7542950203459,71.80429922806121,18.245704979654114,18.19570077193878,288.0229527317688,-4.1524139769608155
2024-07-02 17:53:00+08:00,73.94215327503804,73.99912910960549,16.05784672496197,16.000870890394506,288.7467531213646,-4.153713095794956
2024-07-02 18:03:00+08:00,76.11854866116141,76.1844247668208,13.881451338838582,13.815575233179207,289.4932617319256,-4.155011990740604
2024-07-02 18:13:00+08:00,78.28186633939369,78.35950590240179,11.71813366060631,11.640494097598204,290.2638330608928,-4.15631066156493
2024-07-02 18:23:00+08:00,80.4297435605277,80.52363908523813,9.570256439472299,9.476360914761877,291.05993055631683,-4.157609108318866
2024-07-02 18:33:00+08:00,82.55830395918336,82.67603156401766,7.441696040816632,7.323968435982339,291.8831327904654,-4.158907330813236
2024-07-02 18:43:00+08:00,84.66019621027796,84.8158259858366,5.3398037897220405,5.1841740141634105,292.73514082686836,-4.160205328873417
2024-07-02 18:53:00+08:00,86.71878552522345,86.94209377259507,3.281214474776551,3.0579062274049296,293.6177859455609,-4.1615031023393385
2024-07-02 19:03:00+08:00,88.6890268172375,89.05382797062623,1.3109731827625004,0.9461720293737705,294.5330379542996,-4.162800651109137
2024-07-02 19:13:00+08:00,91.14993536291115,91.14993536291115,-1.1499353629111564,-1.1499353629111564,295.4830139324185,-4.164097975022742
2024-07-02 19:23:00+08:00,93.22922777776651,93.22922777776651,-3.229227777766507,-3.229227777766507,296.46998727086,-4.165395073963737
2024-07-02 19:33:00+08:00,95.29041252475018,95.29041252475018,-5.290412524750178,-5.290412524750178,297.49639682364244,-4.166691947757499
2024-07-02 19:43:00+08:00,97.33208176275691,97.33208176275691,-7.332081762756918,-7.332081762756918,298.5648558545454,-4.167988596178475
2024-07-02 19:53:00+08:00,99.35270154974027,99.35270154974027,-9.352701549740276,-9.352701549740276,299.67816088258303,-4.169285019270319
2024-07-02 20:03:00+08:00,101.35059848617745,101.35059848617745,-11.350598486177448,-11.350598486177448,300.8392989197137,-4.170581216858409
2024-07-02 20:13:00+08:00,103.32394664959213,103.32394664959213,-13.323946649592136,-13.323946649592136,302.0514539666753,-4.171877188724466
2024-07-02 20:23:00+08:00,105.27075276409626,105.27075276409626,-15.270752764096263,-15.270752764096263,303.31801098011863,-4.17317293479573
2024-07-02 20:33:00+08:00,107.18884046110973,107.18884046110973,-17.188840461109734,-17.188840461109734,304.64255681335385,-4.1744684548684745
2024-07-02 20:43:00+08:00,109.07583358279224,109.07583358279224,-19.075833582792242,-19.075833582792242,306.02887690288037,-4.17576374886994
2024-07-02 20:53:00+08:00,110.92913869233911,110.92913869233911,-20.929138692339112,-20.929138692339112,307.4809462645927,-4.177058816589124
2024-07-02 21:03:00+08:00,112.74592705549495,112.74592705549495,-22.745927055494946,-22.745927055494946,309.00291304492487,-4.178353657909611
2024-07-02 21:13:00+08:00,114.52311637166527,114.52311637166527,-24.523116371665264,-24.523116371665264,310.59907241199016,-4.179648272664053
2024-07-02 21:23:00+08:00,116.25735352851889,116.25735352851889,-26.257353528518887,-26.257353528518887,312.2738289669076,-4.180942660794244
2024-07-02 21:33:00+08:00,117.94499737322359,117.94499737322359,-27.944997373223583,-27.944997373223583,314.0316432334239,-4.182236822132836
2024-07-02 21:43:00+08:00,119.58210491208885,119.58210491208885,-29.58210491208886,-29.58210491208886,315.87696124922286,-4.183530756541586
2024-07-02 21:53:00+08:00,121.16442047582555,121.16442047582555,-31.16442047582555,-31.16442047582555,317.8141224043618,-4.184824463845871
2024-07-02 22:03:00+08:00,122.68737022790339,122.68737022790339,-32.68737022790339,-32.68737022790339,319.8472429708735,-4.186117943914724
2024-07-02 22:13:00+08:00,124.14606391739886,124.14606391739886,-34.146063917398855,-34.146063917398855,321.9800725037767,-4.1874111966535565
2024-07-02 22:23:00+08:00,125.53530623244305,125.53530623244305,-35.535306232443055,-35.535306232443055,324.21582139182715,-4.188704221851367
2024-07-02 22:33:00+08:00,126.84962038931181,126.84962038931181,-36.849620389311816,-36.849620389311816,326.55695955714947,-4.18999701939174
2024-07-02 22:43:00+08:00,128.0832866520558,128.0832866520558,-38.0832866520558,-38.0832866520558,329.0049887341219,-4.191289589100052
2024-07-02 22:53:00+08:00,129.23039895224542,129.23039895224542,-39.23039895224544,-39.23039895224544,331.5601954985216,-4.192581930983579
2024-07-02 23:03:00+08:00,130.2849406349201,130.2849406349201,-40.284940634920105,-40.284940634920105,334.22139323444685,-4.193874044736731
2024-07-02 23:13:00+08:00,131.24088236413635,131.24088236413635,-41.24088236413635,-41.24088236413635,336.98567212430544,-4.195165930315852
2024-07-02 23:23:00+08:00,132.09230090587798,132.09230090587798,-42.09230090587797,-42.09230090587797,339.8481756878788,-4.196457587560872
2024-07-02 23:33:00+08:00,132.83351732742614,132.83351732742614,-42.83351732742614,-42.83351732742614,342.8019300561619,-4.19774901628989
2024-07-02 23:43:00+08:00,133.4592501740969,133.4592501740969,-43.45925017409691,-43.45925017409691,345.8377531135749,-4.199040216430149
2024-07-02 23:53:00+08:00,133.9647766785891,133.9647766785891,-43.9647766785891,-43.9647766785891,348.9442693893893,-4.200331187828851
2024-07-03 00:03:00+08:00,134.34609264852227,134.34609264852227,-44.346092648522266,-44.346092648522266,352.1080506674858,-4.201621930260444
2024-07-03 00:13:00+08:00,134.60005991371668,134.60005991371668,-44.600059913716684,-44.600059913716684,355.31389133412904,-4.202912443535752
